FlowRate_LPM,Pressure_Bar,TankLevel_L,OilCost_$
119.84,51.91,3046.03,326.05
202.83,25.51,2062.71,303.66
286.01,46.7,4743.2,536.02
190.79,79.97,2831.68,414.17
397.56,70.11,1510.36,498.74
467.68,73.61,2730.82,621.1
269.51,69.39,1508.21,395.11
236.85,26.18,3010.13,379.26
484.62,33.65,3245.1,600.42
277.94,20.19,2351.02,370.18
295.62,38.21,1286.6,358.14
240.66,26.52,4774.01,471.0
463.82,48.37,4093.41,648.28
327.58,60.63,4355.52,570.78
404.87,72.47,2467.47,555.98
424.72,64.95,4043.32,639.37
236.74,76.32,2941.49,450.94
273.48,23.23,1804.33,343.85
439.39,20.73,1497.69,457.49
245.3,59.68,2380.2,404.77
417.57,37.36,1550.21,467.61
476.4,35.21,4993.08,683.59
349.28,39.85,1196.76,399.04
396.65,36.19,2764.57,509.83
422.04,50.69,2808.37,554.08
438.02,46.41,2202.53,530.15
258.02,50.75,3285.41,446.81
120.51,60.36,1599.91,266.94
260.75,43.23,4135.65,480.22
369.5,35.08,2329.79,464.71
280.14,29.97,3365.37,437.34
399.59,40.97,3862.56,574.25
242.79,64.51,4556.17,518.81
353.9,65.4,4343.15,598.38
174.57,60.01,3433.24,401.34
399.75,34.04,2553.57,498.54
318.28,55.29,3012.82,488.19
181.63,54.24,4074.94,430.41
216.76,49.06,4510.18,472.5
399.44,53.0,1415.13,469.81
293.04,49.51,2539.43,435.66
186.41,53.93,4104.47,435.24
486.91,62.93,2726.61,620.25
386.05,26.58,2328.91,465.15
482.85,64.98,2645.29,616.01
270.84,28.15,3411.38,429.47
290.04,24.0,4999.22,517.99
459.18,78.56,2971.97,633.79
310.02,77.42,1833.98,455.84
382.91,23.63,1651.39,424.34
200.87,46.6,1169.4,289.06
278.69,31.17,3235.27,431.48
149.38,49.12,3178.29,352.1
182.39,69.81,1820.94,341.68
100.38,77.04,3781.32,384.92
115.71,58.06,3964.43,377.87
490.91,41.23,2036.39,556.4
196.94,56.2,2376.4,360.67
365.32,38.72,4961.89,598.43
435.64,74.59,2497.06,585.25
320.26,72.22,4043.21,566.71
161.26,53.49,2810.9,349.79
391.25,39.49,4173.38,580.9
340.1,37.6,4076.09,532.29
392.5,22.01,3671.02,530.56
407.9,68.95,4419.11,650.7
490.16,47.02,4756.87,700.51
329.43,39.51,3319.93,488.8
236.66,48.27,1949.88,359.22
359.39,69.12,2594.52,520.92
127.38,27.48,4033.22,344.78
458.96,71.46,3603.53,654.53
147.75,73.85,1711.19,314.54
231.14,76.8,1204.96,360.36
426.3,43.85,3731.85,593.4
338.92,33.03,2004.32,420.9
